,Unit Id,Grand total,Black total,Hispanic total,Grand total women,Year,UNITID,HRTOTLT,DVHRBKT,DVHRHST,HRBKAAT,HRTOTLW,HRHISPT
18957,148380.0,147.0,2.0,2.0,79.0,2002,,,,,,,
19000,148496.0,98.0,2.0,2.0,42.0,2002,,,,,,,
19030,148511.0,796.0,31.0,25.0,425.0,2002,,,,,,,
19087,148575.0,17.0,0.0,0.0,0.0,2002,,,,,,,
19113,148584.0,75.0,4.0,0.0,33.0,2002,,,,,,,
19160,148593.0,14.0,0.0,0.0,0.0,2002,,,,,,,
19183,148672.0,53.0,0.0,0.0,33.0,2002,,,,,,,
19226,148821.0,42.0,2.0,1.0,14.0,2002,,,,,,,
19266,148849.0,10.0,0.0,1.0,8.0,2002,,,,,,,
19300,148876.0,26.0,2.0,14.0,11.0,2002,,,,,,,
19340,148937.0,76.0,1.0,0.0,50.0,2002,,,,,,,
19387,148991.0,39.0,1.0,0.0,22.0,2002,,,,,,,
19427,149019.0,17.0,0.0,0.0,9.0,2002,,,,,,,
19458,149028.0,7.0,0.0,0.0,0.0,2002,,,,,,,
19489,149231.0,498.0,28.0,6.0,295.0,2002,,,,,,,
19557,149365.0,113.0,18.0,2.0,48.0,2002,,,,,,,
19606,149505.0,55.0,3.0,0.0,32.0,2002,,,,,,,
19649,149532.0,120.0,7.0,3.0,63.0,2002,,,,,,,
19698,149639.0,12.0,0.0,0.0,6.0,2002,,,,,,,
19727,149727.0,77.0,2.0,1.0,41.0,2002,,,,,,,
19772,149772.0,613.0,18.0,8.0,379.0,2002,,,,,,,
19838,149842.0,180.0,3.0,2.0,75.0,2002,,,,,,,
19883,150127.0,2.0,0.0,0.0,0.0,2002,,,,,,,
19899,150163.0,258.0,6.0,3.0,160.0,2002,,,,,,,
19958,150367.0,6.0,1.0,0.0,2.0,2002,,,,,,,
19981,150376.0,5.0,0.0,0.0,1.0,2002,,,,,,,
20008,150561.0,26.0,0.0,0.0,19.0,2002,,,,,,,
20046,151102.0,282.0,4.0,5.0,170.0,2002,,,,,,,
20110,151166.0,12.0,0.0,0.0,8.0,2002,,,,,,,
20139,151193.0,6.0,0.0,0.0,3.0,2002,,,,,,,
20158,151236.0,6.0,0.0,0.0,0.0,2002,,,,,,,
20181,151306.0,282.0,6.0,4.0,144.0,2002,,,,,,,
20242,151625.0,3.0,0.0,0.0,0.0,2002,,,,,,,
20265,151661.0,44.0,2.0,0.0,43.0,2002,,,,,,,
20299,151786.0,62.0,1.0,1.0,31.0,2002,,,,,,,
20343,152248.0,263.0,8.0,5.0,143.0,2002,,,,,,,
20402,152266.0,96.0,4.0,3.0,56.0,2002,,,,,,,
20457,152318.0,130.0,1.0,4.0,111.0,2002,,,,,,,
20515,152390.0,141.0,1.0,2.0,59.0,2002,,,,,,,
20568,152451.0,19.0,1.0,1.0,15.0,2002,,,,,,,
20609,152530.0,118.0,2.0,1.0,82.0,2002,,,,,,,
20652,152567.0,64.0,1.0,2.0,51.0,2002,,,,,,,
20694,152637.0,290.0,3.0,1.0,176.0,2002,,,,,,,
20753,152798.0,20.0,0.0,0.0,1.0,2002,,,,,,,
20785,152822.0,22.0,0.0,0.0,10.0,2002,,,,,,,
20824,152992.0,47.0,0.0,0.0,24.0,2002,,,,,,,
20864,153001.0,71.0,0.0,0.0,42.0,2002,,,,,,,
20908,153250.0,78.0,0.0,1.0,65.0,2002,,,,,,,
20950,153269.0,244.0,3.0,3.0,146.0,2002,,,,,,,
21010,153278.0,51.0,1.0,1.0,35.0,2002,,,,,,,
21052,153311.0,146.0,5.0,1.0,71.0,2002,,,,,,,
21098,153384.0,170.0,7.0,11.0,102.0,2002,,,,,,,
21146,153409.0,14.0,0.0,0.0,5.0,2002,,,,,,,
21174,153418.0,8.0,0.0,0.0,4.0,2002,,,,,,,
21205,153472.0,130.0,0.0,0.0,71.0,2002,,,,,,,
21255,153533.0,78.0,0.0,0.0,42.0,2002,,,,,,,
21299,153621.0,46.0,3.0,0.0,26.0,2002,,,,,,,
21333,153630.0,103.0,1.0,1.0,49.0,2002,,,,,,,
21381,153825.0,115.0,3.0,0.0,78.0,2002,,,,,,,
21424,154022.0,27.0,0.0,0.0,15.0,2002,,,,,,,
21457,154059.0,88.0,0.0,0.0,55.0,2002,,,,,,,
21501,154101.0,77.0,1.0,0.0,57.0,2002,,,,,,,
21546,154110.0,117.0,0.0,1.0,46.0,2002,,,,,,,
21590,154129.0,37.0,0.0,0.0,25.0,2002,,,,,,,
21627,154174.0,116.0,3.0,1.0,83.0,2002,,,,,,,
21673,154350.0,83.0,0.0,1.0,59.0,2002,,,,,,,
21710,154396.0,44.0,0.0,0.0,21.0,2002,,,,,,,
21750,154518.0,42.0,0.0,0.0,26.0,2002,,,,,,,
21789,154642.0,32.0,0.0,0.0,23.0,2002,,,,,,,
21824,154688.0,64.0,2.0,1.0,35.0,2002,,,,,,,
21870,154697.0,67.0,4.0,1.0,37.0,2002,,,,,,,
21921,154721.0,40.0,0.0,1.0,23.0,2002,,,,,,,
21959,154800.0,128.0,2.0,0.0,59.0,2002,,,,,,,
22009,154837.0,9.0,1.0,0.0,6.0,2002,,,,,,,
22044,154907.0,42.0,0.0,0.0,26.0,2002,,,,,,,
22082,154925.0,43.0,1.0,1.0,25.0,2002,,,,,,,
22121,154934.0,56.0,0.0,0.0,24.0,2002,,,,,,,
22154,154952.0,48.0,1.0,0.0,23.0,2002,,,,,,,
22189,154998.0,58.0,0.0,1.0,30.0,2002,,,,,,,
22234,155025.0,246.0,4.0,10.0,161.0,2002,,,,,,,
22295,155052.0,32.0,0.0,1.0,19.0,2002,,,,,,,
22334,155089.0,78.0,2.0,0.0,43.0,2002,,,,,,,
22381,155098.0,42.0,2.0,0.0,27.0,2002,,,,,,,
22428,155104.0,75.0,0.0,1.0,44.0,2002,,,,,,,
22476,155177.0,32.0,1.0,0.0,21.0,2002,,,,,,,
22519,155201.0,30.0,0.0,2.0,18.0,2002,,,,,,,
22558,155210.0,297.0,6.0,1.0,154.0,2002,,,,,,,
22616,155283.0,15.0,4.0,1.0,3.0,2002,,,,,,,
22646,155292.0,123.0,11.0,5.0,60.0,2002,,,,,,,
22697,155326.0,577.0,21.0,7.0,343.0,2002,,,,,,,
22761,155335.0,64.0,1.0,0.0,34.0,2002,,,,,,,
22808,155399.0,1208.0,23.0,20.0,867.0,2002,,,,,,,
22880,155450.0,32.0,0.0,1.0,18.0,2002,,,,,,,
22918,155609.0,21.0,0.0,0.0,11.0,2002,,,,,,,
22940,155618.0,32.0,0.0,0.0,25.0,2002,,,,,,,
22969,155876.0,10.0,1.0,0.0,9.0,2002,,,,,,,
22994,155900.0,54.0,0.0,1.0,32.0,2002,,,,,,,
23035,155973.0,32.0,0.0,0.0,22.0,2002,,,,,,,
23077,156107.0,60.0,3.0,0.0,32.0,2002,,,,,,,
23114,156125.0,480.0,6.0,8.0,295.0,2002,,,,,,,
23183,156231.0,60.0,2.0,0.0,28.0,2002,,,,,,,
23226,156240.0,32.0,0.0,0.0,19.0,2002,,,,,,,
23258,156286.0,115.0,3.0,0.0,59.0,2002,,,,,,,
23306,156338.0,58.0,1.0,0.0,38.0,2002,,,,,,,
23342,156392.0,122.0,5.0,0.0,71.0,2002,,,,,,,
23381,156620.0,637.0,19.0,2.0,328.0,2002,,,,,,,
23450,156648.0,80.0,4.0,2.0,36.0,2002,,,,,,,
23495,156657.0,44.0,2.0,0.0,29.0,2002,,,,,,,
23531,156790.0,121.0,0.0,0.0,52.0,2002,,,,,,,
23579,156851.0,47.0,3.0,0.0,15.0,2002,,,,,,,
23623,156860.0,69.0,7.0,0.0,37.0,2002,,,,,,,
23671,156921.0,221.0,19.0,0.0,90.0,2002,,,,,,,
23723,156930.0,89.0,6.0,0.0,54.0,2002,,,,,,,
23757,157058.0,137.0,45.0,0.0,88.0,2002,,,,,,,
23820,157085.0,1901.0,64.0,17.0,1304.0,2002,,,,,,,
23890,157119.0,24.0,0.0,0.0,15.0,2002,,,,,,,
23921,157173.0,157.0,12.0,2.0,68.0,2002,,,,,,,
23969,157289.0,1295.0,59.0,31.0,883.0,2002,,,,,,,
24039,157304.0,109.0,3.0,0.0,46.0,2002,,,,,,,
24083,157322.0,50.0,0.0,0.0,32.0,2002,,,,,,,
24121,157331.0,50.0,2.0,1.0,17.0,2002,,,,,,,
24165,157377.0,35.0,0.0,0.0,10.0,2002,,,,,,,
24209,157386.0,353.0,7.0,6.0,207.0,2002,,,,,,,
24264,157401.0,412.0,12.0,4.0,257.0,2002,,,,,,,
24328,157438.0,58.0,3.0,0.0,26.0,2002,,,,,,,
24368,157447.0,505.0,26.0,6.0,277.0,2002,,,,,,,
24431,157483.0,69.0,3.0,0.0,29.0,2002,,,,,,,
24475,157535.0,84.0,0.0,0.0,41.0,2002,,,,,,,
24519,157553.0,71.0,0.0,0.0,34.0,2002,,,,,,,
24562,157605.0,33.0,0.0,0.0,18.0,2002,,,,,,,
24594,157711.0,70.0,2.0,0.0,33.0,2002,,,,,,,
24638,157720.0,35.0,0.0,0.0,24.0,2002,,,,,,,
24669,157739.0,124.0,4.0,0.0,70.0,2002,,,,,,,
24719,157809.0,70.0,2.0,1.0,42.0,2002,,,,,,,
24791,157863.0,45.0,0.0,0.0,28.0,2002,,,,,,,
24824,157942.0,61.0,3.0,0.0,30.0,2002,,,,,,,
24861,157951.0,620.0,33.0,5.0,375.0,2002,,,,,,,
24931,158431.0,93.0,6.0,0.0,30.0,2002,,,,,,,
24977,158477.0,72.0,0.0,1.0,47.0,2002,,,,,,,
25031,158662.0,309.0,48.0,3.0,121.0,2002,,,,,,,
25094,158723.0,21.0,0.0,0.0,7.0,2002,,,,,,,
25130,158884.0,42.0,1.0,0.0,20.0,2002,,,,,,,
25178,159009.0,241.0,159.0,3.0,135.0,2002,,,,,,,
25237,159197.0,22.0,0.0,0.0,21.0,2002,,,,,,,
25274,159382.0,76.0,6.0,0.0,32.0,2002,,,,,,,
25324,159391.0,2028.0,68.0,19.0,1402.0,2002,,,,,,,
25393,159407.0,66.0,1.0,0.0,33.0,2002,,,,,,,
25433,159568.0,74.0,1.0,0.0,40.0,2002,,,,,,,
25501,159647.0,376.0,8.0,1.0,237.0,2002,,,,,,,
25563,159656.0,277.0,14.0,12.0,166.0,2002,,,,,,,
25624,159717.0,282.0,8.0,1.0,160.0,2002,,,,,,,
25682,159966.0,268.0,14.0,5.0,138.0,2002,,,,,,,
25742,159993.0,387.0,17.0,4.0,204.0,2002,,,,,,,
25804,160029.0,9.0,0.0,0.0,6.0,2002,,,,,,,
25832,160038.0,274.0,14.0,5.0,126.0,2002,,,,,,,
25928,160612.0,494.0,12.0,14.0,228.0,2002,,,,,,,
25996,160621.0,476.0,346.0,9.0,224.0,2002,,,,,,,
26062,160630.0,152.0,93.0,4.0,81.0,2002,,,,,,,
26116,160649.0,67.0,63.0,1.0,25.0,2002,,,,,,,
26161,160658.0,551.0,22.0,8.0,341.0,2002,,,,,,,
26231,160904.0,226.0,69.0,6.0,131.0,2002,,,,,,,
26290,160968.0,7.0,0.0,0.0,5.0,2002,,,,,,,
26320,161004.0,165.0,4.0,3.0,95.0,2002,,,,,,,
26376,161138.0,53.0,0.0,0.0,35.0,2002,,,,,,,
26416,161192.0,37.0,0.0,0.0,14.0,2002,,,,,,,
26457,161299.0,53.0,0.0,0.0,37.0,2002,,,,,,,
26509,161396.0,3.0,0.0,0.0,1.0,2002,,,,,,,
26534,161484.0,48.0,0.0,0.0,32.0,2002,,,,,,,
26575,161509.0,32.0,1.0,0.0,13.0,2002,,,,,,,
26613,161563.0,22.0,0.0,0.0,14.0,2002,,,,,,,
26647,161688.0,98.0,0.0,0.0,50.0,2002,,,,,,,
26698,161767.0,236.0,19.0,4.0,111.0,2002,,,,,,,
26758,161864.0,121.0,56.0,1.0,55.0,2002,,,,,,,
26808,161873.0,169.0,12.0,4.0,110.0,2002,,,,,,,
26876,162007.0,149.0,92.0,9.0,85.0,2002,,,,,,,
26939,162104.0,39.0,0.0,0.0,18.0,2002,,,,,,,
26980,162122.0,102.0,8.0,1.0,52.0,2002,,,,,,,
27035,162168.0,47.0,3.0,0.0,20.0,2002,,,,,,,
27085,162557.0,75.0,3.0,1.0,34.0,2002,,,,,,,
27138,162584.0,248.0,9.0,6.0,154.0,2002,,,,,,,
27196,162609.0,16.0,0.0,0.0,12.0,2002,,,,,,,
27237,162690.0,61.0,0.0,0.0,25.0,2002,,,,,,,
27288,162779.0,104.0,10.0,1.0,38.0,2002,,,,,,,
27341,163046.0,276.0,10.0,5.0,159.0,2002,,,,,,,
27402,163204.0,76.0,6.0,1.0,50.0,2002,,,,,,,
27450,163268.0,685.0,32.0,7.0,460.0,2002,,,,,,,
27520,163286.0,2901.0,160.0,57.0,1895.0,2002,,,,,,,
27588,163426.0,432.0,48.0,6.0,203.0,2002,,,,,,,
27641,163578.0,83.0,0.0,2.0,29.0,2002,,,,,,,
27691,163657.0,251.0,50.0,6.0,105.0,2002,,,,,,,
27753,163851.0,298.0,13.0,3.0,180.0,2002,,,,,,,
27814,163921.0,45.0,42.0,0.0,19.0,2002,,,,,,,
27861,164076.0,585.0,28.0,8.0,325.0,2002,,,,,,,
27963,164173.0,80.0,4.0,0.0,30.0,2002,,,,,,,
28008,164313.0,50.0,3.0,0.0,20.0,2002,,,,,,,
28050,164447.0,79.0,1.0,0.0,36.0,2002,,,,,,,
28091,164562.0,144.0,0.0,2.0,86.0,2002,,,,,,,
28135,164720.0,39.0,1.0,0.0,16.0,2002,,,,,,,
28180,164739.0,250.0,10.0,4.0,158.0,2002,,,,,,,
28230,164775.0,56.0,0.0,0.0,20.0,2002,,,,,,,
28272,164872.0,8.0,0.0,2.0,7.0,2002,,,,,,,
28311,164988.0,2482.0,54.0,47.0,1640.0,2002,,,,,,,
28384,165024.0,252.0,10.0,5.0,146.0,2002,,,,,,,
28438,165033.0,95.0,2.0,0.0,39.0,2002,,,,,,,
28489,165112.0,113.0,16.0,1.0,50.0,2002,,,,,,,
28536,165194.0,66.0,1.0,2.0,27.0,2002,,,,,,,
28580,165495.0,3.0,0.0,0.0,1.0,2002,,,,,,,
28600,165662.0,128.0,5.0,4.0,71.0,2002,,,,,,,
28656,165705.0,16.0,3.0,0.0,8.0,2002,,,,,,,
28693,165802.0,23.0,1.0,0.0,11.0,2002,,,,,,,
28733,165866.0,166.0,4.0,1.0,80.0,2002,,,,,,,
28785,165936.0,92.0,2.0,1.0,62.0,2002,,,,,,,
28832,166124.0,234.0,12.0,9.0,132.0,2002,,,,,,,
28891,166133.0,117.0,2.0,3.0,56.0,2002,,,,,,,
28937,166407.0,19.0,0.0,0.0,0.0,2002,,,,,,,
28964,166601.0,6.0,0.0,0.0,2.0,2002,,,,,,,
28996,166629.0,1096.0,37.0,37.0,753.0,2002,,,,,,,
29062,166647.0,75.0,4.0,1.0,30.0,2002,,,,,,,
29108,166683.0,1044.0,27.0,17.0,842.0,2002,,,,,,,
29177,166850.0,141.0,2.0,1.0,84.0,2002,,,,,,,
29229,166911.0,22.0,0.0,0.0,9.0,2002,,,,,,,
29267,166957.0,74.0,2.0,0.0,34.0,2002,,,,,,,
29308,167093.0,40.0,0.0,1.0,25.0,2002,,,,,,,
29352,167260.0,33.0,0.0,1.0,25.0,2002,,,,,,,
29393,167288.0,80.0,3.0,1.0,52.0,2002,,,,,,,
29442,167312.0,128.0,6.0,0.0,46.0,2002,,,,,,,
29493,167376.0,90.0,0.0,3.0,43.0,2002,,,,,,,
29543,167394.0,45.0,0.0,3.0,14.0,2002,,,,,,,
29586,167598.0,50.0,1.0,1.0,10.0,2002,,,,,,,
29638,167729.0,277.0,6.0,2.0,144.0,2002,,,,,,,
29689,167987.0,321.0,12.0,7.0,212.0,2002,,,,,,,
29741,168005.0,295.0,13.0,3.0,183.0,2002,,,,,,,
29794,168290.0,54.0,9.0,1.0,9.0,2002,,,,,,,
29835,168883.0,41.0,0.0,0.0,23.0,2002,,,,,,,
29873,169248.0,731.0,24.0,14.0,465.0,2002,,,,,,,
29941,169327.0,11.0,0.0,0.0,5.0,2002,,,,,,,
29978,169479.0,27.0,0.0,0.0,16.0,2002,,,,,,,
30017,169488.0,10.0,1.0,0.0,3.0,2002,,,,,,,
30049,169497.0,9.0,0.0,1.0,3.0,2002,,,,,,,
30076,169594.0,29.0,3.0,0.0,18.0,2002,,,,,,,
30119,169600.0,14.0,1.0,0.0,10.0,2002,,,,,,,
30155,169628.0,41.0,3.0,1.0,25.0,2002,,,,,,,
30197,169910.0,494.0,16.0,2.0,341.0,2002,,,,,,,
30265,169983.0,140.0,9.0,1.0,117.0,2002,,,,,,,
30322,169992.0,29.0,0.0,0.0,17.0,2002,,,,,,,
30363,170587.0,34.0,1.0,0.0,16.0,2002,,,,,,,
30411,170639.0,115.0,2.0,0.0,76.0,2002,,,,,,,
30465,170657.0,210.0,14.0,4.0,105.0,2002,,,,,,,
30518,170675.0,106.0,1.0,0.0,80.0,2002,,,,,,,
30572,170806.0,95.0,2.0,2.0,40.0,2002,,,,,,,
30624,170976.0,4007.0,161.0,105.0,2691.0,2002,,,,,,,
30692,171234.0,25.0,0.0,0.0,12.0,2002,,,,,,,
30729,171571.0,453.0,30.0,10.0,276.0,2002,,,,,,,
30784,172033.0,14.0,0.0,0.0,11.0,2002,,,,,,,
30811,172121.0,24.0,0.0,0.0,13.0,2002,,,,,,,
30843,172200.0,101.0,4.0,0.0,55.0,2002,,,,,,,
30892,172264.0,63.0,2.0,1.0,27.0,2002,,,,,,,
30937,172291.0,78.0,1.0,1.0,46.0,2002,,,,,,,
30976,172307.0,50.0,0.0,0.0,28.0,2002,,,,,,,
31018,172866.0,1.0,0.0,0.0,1.0,2002,,,,,,,
31044,173160.0,171.0,5.0,1.0,94.0,2002,,,,,,,
31097,173179.0,15.0,1.0,0.0,12.0,2002,,,,,,,
31130,173452.0,94.0,0.0,0.0,78.0,2002,,,,,,,
31164,173647.0,189.0,2.0,4.0,118.0,2002,,,,,,,
31222,173902.0,163.0,8.0,9.0,89.0,2002,,,,,,,
31269,174482.0,7.0,0.0,0.0,5.0,2002,,,,,,,
31290,174507.0,56.0,1.0,0.0,34.0,2002,,,,,,,
31337,174516.0,22.0,0.0,1.0,21.0,2002,,,,,,,
31370,174525.0,8.0,0.0,0.0,6.0,2002,,,,,,,
31396,174622.0,11.0,1.0,0.0,1.0,2002,,,,,,,
31422,174631.0,9.0,0.0,0.0,2.0,2002,,,,,,,
31452,174747.0,132.0,1.0,7.0,56.0,2002,,,,,,,
31504,174792.0,149.0,2.0,4.0,107.0,2002,,,,,,,
31555,174899.0,118.0,0.0,0.0,50.0,2002,,,,,,,
31606,174914.0,374.0,8.0,7.0,238.0,2002,,,,,,,
31667,175139.0,10.0,1.0,0.0,3.0,2002,,,,,,,
31699,175430.0,22.0,0.0,0.0,12.0,2002,,,,,,,
31738,175573.0,98.0,8.0,0.0,41.0,2002,,,,,,,
31780,175652.0,91.0,8.0,1.0,41.0,2002,,,,,,,
31834,175810.0,106.0,3.0,0.0,39.0,2002,,,,,,,
31882,175917.0,2.0,0.0,0.0,2.0,2002,,,,,,,
31912,176017.0,575.0,27.0,6.0,385.0,2002,,,,,,,
31984,176053.0,155.0,5.0,1.0,81.0,2002,,,,,,,
32038,176169.0,131.0,3.0,0.0,51.0,2002,,,,,,,
32088,176318.0,43.0,26.0,0.0,29.0,2002,,,,,,,
32135,176354.0,68.0,4.0,0.0,20.0,2002,,,,,,,
32190,176372.0,686.0,24.0,8.0,409.0,2002,,,,,,,
32259,176406.0,63.0,36.0,1.0,27.0,2002,,,,,,,
32301,176460.0,6.0,0.0,0.0,4.0,2002,,,,,,,
32325,176628.0,62.0,2.0,0.0,21.0,2002,,,,,,,
32363,176789.0,20.0,1.0,0.0,15.0,2002,,,,,,,
32395,176938.0,36.0,1.0,1.0,25.0,2002,,,,,,,
32432,176947.0,53.0,0.0,0.0,32.0,2002,,,,,,,
32480,176965.0,434.0,13.0,5.0,272.0,2002,,,,,,,
32543,177083.0,6.0,0.0,1.0,4.0,2002,,,,,,,
32566,177418.0,60.0,4.0,0.0,24.0,2002,,,,,,,
32613,177427.0,12.0,1.0,1.0,5.0,2002,,,,,,,
32648,177472.0,121.0,1.0,2.0,66.0,2002,,,,,,,
32703,177551.0,52.0,17.0,0.0,25.0,2002,,,,,,,
32753,177676.0,86.0,1.0,0.0,45.0,2002,,,,,,,
32797,177746.0,44.0,0.0,1.0,27.0,2002,,,,,,,
32845,177940.0,140.0,30.0,1.0,77.0,2002,,,,,,,
32899,177995.0,80.0,3.0,0.0,43.0,2002,,,,,,,
32941,178022.0,51.0,2.0,1.0,22.0,2002,,,,,,,
32982,178129.0,1.0,0.0,0.0,0.0,2002,,,,,,,
33022,178244.0,43.0,2.0,1.0,26.0,2002,,,,,,,
33068,178341.0,202.0,4.0,6.0,132.0,2002,,,,,,,
33122,178350.0,7.0,0.0,0.0,6.0,2002,,,,,,,
33151,178387.0,184.0,1.0,1.0,113.0,2002,,,,,,,
33195,178396.0,2445.0,55.0,41.0,1639.0,2002,,,,,,,
33271,178402.0,1121.0,56.0,32.0,627.0,2002,,,,,,,
33342,178411.0,353.0,7.0,4.0,308.0,2002,,,,,,,
33411,178420.0,495.0,40.0,8.0,280.0,2002,,,,,,,
33480,178439.0,316.0,22.0,1.0,143.0,2002,,,,,,,
33532,178615.0,366.0,6.0,6.0,224.0,2002,,,,,,,
33589,178624.0,238.0,0.0,0.0,143.0,2002,,,,,,,
33648,178697.0,77.0,0.0,0.0,57.0,2002,,,,,,,
33696,178785.0,95.0,17.0,1.0,29.0,2002,,,,,,,
33739,178891.0,70.0,4.0,0.0,60.0,2002,,,,,,,
33772,178989.0,29.0,0.0,0.0,0.0,2002,,,,,,,
33800,179043.0,131.0,4.0,2.0,75.0,2002,,,,,,,
33857,179159.0,1140.0,31.0,28.0,749.0,2002,,,,,,,
33929,179326.0,112.0,1.0,0.0,68.0,2002,,,,,,,
33981,179344.0,28.0,0.0,1.0,13.0,2002,,,,,,,
34018,179539.0,70.0,2.0,1.0,37.0,2002,,,,,,,
34064,179557.0,404.0,16.0,5.0,234.0,2002,,,,,,,
34122,179566.0,731.0,8.0,7.0,460.0,2002,,,,,,,
34187,179645.0,55.0,0.0,1.0,23.0,2002,,,,,,,
34229,179715.0,34.0,0.0,0.0,15.0,2002,,,,,,,
34276,179867.0,2151.0,46.0,37.0,1565.0,2002,,,,,,,
34351,179946.0,59.0,0.0,1.0,39.0,2002,,,,,,,
34399,180054.0,18.0,0.0,0.0,10.0,2002,,,,,,,
34435,180151.0,24.0,0.0,0.0,13.0,2002,,,,,,,
34467,180160.0,10.0,1.0,0.0,8.0,2002,,,,,,,
34500,180212.0,23.0,1.0,0.0,15.0,2002,,,,,,,
34536,180249.0,36.0,0.0,1.0,13.0,2002,,,,,,,
34576,180328.0,12.0,0.0,0.0,8.0,2002,,,,,,,
34607,180373.0,19.0,0.0,0.0,7.0,2002,,,,,,,
34668,180489.0,522.0,1.0,7.0,346.0,2002,,,,,,,
34735,180522.0,73.0,0.0,2.0,48.0,2002,,,,,,,
34781,180595.0,44.0,1.0,0.0,30.0,2002,,,,,,,
34821,180647.0,75.0,0.0,0.0,36.0,2002,,,,,,,
34869,180692.0,48.0,0.0,0.0,29.0,2002,,,,,,,
34914,180832.0,29.0,0.0,0.0,4.0,2002,,,,,,,
34956,180902.0,144.0,0.0,3.0,77.0,2002,,,,,,,
35005,181020.0,76.0,3.0,0.0,45.0,2002,,,,,,,
35054,181297.0,37.0,0.0,0.0,4.0,2002,,,,,,,
35089,181303.0,182.0,10.0,1.0,100.0,2002,,,,,,,
35138,181491.0,100.0,0.0,1.0,65.0,2002,,,,,,,
35181,181534.0,41.0,0.0,0.0,31.0,2002,,,,,,,
35222,181783.0,127.0,0.0,1.0,71.0,2002,,,,,,,
35269,181817.0,64.0,1.0,1.0,43.0,2002,,,,,,,
35307,182148.0,5.0,0.0,0.0,2.0,2002,,,,,,,
35333,182281.0,759.0,30.0,36.0,506.0,2002,,,,,,,
35401,182290.0,750.0,10.0,23.0,486.0,2002,,,,,,,
35472,182306.0,53.0,1.0,4.0,33.0,2002,,,,,,,
35528,182500.0,142.0,0.0,7.0,73.0,2002,,,,,,,
35616,182564.0,76.0,0.0,3.0,42.0,2002,,,,,,,
35662,182795.0,61.0,0.0,0.0,44.0,2002,,,,,,,
35706,182810.0,11.0,0.0,1.0,7.0,2002,,,,,,,
35732,182865.0,39.0,1.0,0.0,15.0,2002,,,,,,,
35771,182917.0,8.0,0.0,0.0,7.0,2002,,,,,,,
35796,182944.0,41.0,0.0,1.0,28.0,2002,,,,,,,
35834,183099.0,99.0,0.0,0.0,46.0,2002,,,,,,,
35879,183105.0,73.0,0.0,0.0,48.0,2002,,,,,,,
35919,183132.0,85.0,0.0,1.0,35.0,2002,,,,,,,
35961,183141.0,74.0,0.0,0.0,32.0,2002,,,,,,,
35997,183345.0,11.0,0.0,0.0,6.0,2002,,,,,,,
36023,183743.0,267.0,16.0,14.0,127.0,2002,,,,,,,
36077,183789.0,62.0,3.0,0.0,27.0,2002,,,,,,,
36123,183859.0,219.0,12.0,5.0,102.0,2002,,,,,,,
36180,183877.0,63.0,4.0,0.0,35.0,2002,,,,,,,
36232,184180.0,175.0,13.0,8.0,90.0,2002,,,,,,,
36289,184481.0,155.0,43.0,17.0,91.0,2002,,,,,,,
36342,184782.0,377.0,36.0,16.0,224.0,2002,,,,,,,
36407,185590.0,434.0,31.0,30.0,259.0,2002,,,,,,,
36463,185758.0,8.0,1.0,0.0,6.0,2002,,,,,,,
36499,185828.0,408.0,14.0,4.0,341.0,2002,,,,,,,
36566,186131.0,798.0,21.0,17.0,596.0,2002,,,,,,,
36622,186469.0,24.0,2.0,0.0,10.0,2002,,,,,,,
36661,186876.0,216.0,16.0,6.0,122.0,2002,,,,,,,
36715,187134.0,324.0,20.0,13.0,178.0,2002,,,,,,,
36774,187532.0,325.0,5.0,45.0,161.0,2002,,,,,,,
36832,187639.0,53.0,2.0,1.0,25.0,2002,,,,,,,
36880,187897.0,125.0,1.0,32.0,78.0,2002,,,,,,,
36933,187967.0,113.0,3.0,3.0,94.0,2002,,,,,,,
36996,188340.0,48.0,3.0,1.0,42.0,2002,,,,,,,
37037,188429.0,225.0,8.0,7.0,119.0,2002,,,,,,,
37089,188526.0,57.0,1.0,0.0,31.0,2002,,,,,,,
37139,188580.0,296.0,3.0,7.0,226.0,2002,,,,,,,
37199,189015.0,48.0,7.0,4.0,8.0,2002,,,,,,,
37249,189228.0,41.0,5.0,2.0,29.0,2002,,,,,,,
37292,189246.0,17.0,2.0,2.0,12.0,2002,,,,,,,
37326,189501.0,64.0,2.0,1.0,36.0,2002,,,,,,,
37365,189848.0,47.0,0.0,2.0,17.0,2002,,,,,,,
37441,190044.0,158.0,1.0,1.0,129.0,2002,,,,,,,
37499,190080.0,8.0,3.0,0.0,4.0,2002,,,,,,,
37530,190248.0,26.0,2.0,0.0,13.0,2002,,,,,,,
37567,190451.0,13.0,0.0,0.0,0.0,2002,,,,,,,
37591,190512.0,424.0,25.0,18.0,276.0,2002,,,,,,,
37644,190521.0,277.0,62.0,22.0,136.0,2002,,,,,,,
37697,190530.0,205.0,46.0,17.0,119.0,2002,,,,,,,
37750,190549.0,466.0,29.0,23.0,302.0,2002,,,,,,,
37807,190558.0,291.0,12.0,7.0,172.0,2002,,,,,,,
37862,190567.0,479.0,54.0,29.0,335.0,2002,,,,,,,
37915,190576.0,126.0,7.0,7.0,80.0,2002,,,,,,,
37963,190585.0,141.0,24.0,47.0,64.0,2002,,,,,,,
38013,190594.0,630.0,65.0,51.0,284.0,2002,,,,,,,
