,unitid,sabdtype,line,xstaff01,staff01,xstaff02,staff02,xstaff03,staff03,xstaff04,staff04,xstaff05,staff05,xstaff06,staff06,xstaff07,staff07,xstaff08,staff08,xstaff09,staff09,xstaff10,staff10,xstaff11,staff11,xstaff12,staff12,xstaff13,staff13,xstaff14,staff14,xstaff15,staff15,xstaff16,staff16,xstaff17,staff17,xstaff18,staff18,xstaff19,staff19,xstaff20,staff20,xstaff21,staff21,xstaff22,staff22,xstaff23,staff23,xstaff24,staff24,Year
77171,177472,11,18,R,0,R,0,R,0,R,1,R,1,R,0,R,0,R,1,R,0,R,1,R,67,R,56,R,0,R,0,R,68,R,59,R,0,R,1,R,1,R,1,R,1,R,123,R,0,R,127,2003
77224,177542,11,18,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,30,R,25,R,0,R,0,R,30,R,25,R,0,R,0,R,0,R,0,R,0,R,55,R,0,R,55,2003
77261,177551,11,18,Z,0,Z,0,R,9,R,12,R,1,Z,0,Z,0,R,1,Z,0,R,1,R,17,R,14,Z,0,Z,0,R,27,R,28,Z,0,R,21,R,1,R,1,R,1,R,31,Z,0,R,55,2003
77312,177579,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,5,R,4,Z,0,Z,0,R,5,R,4,Z,0,Z,0,Z,0,Z,0,Z,0,R,9,Z,0,R,9,2003
77341,177676,11,18,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,R,1,Z,0,Z,0,R,41,R,37,Z,0,Z,0,R,43,R,38,Z,0,R,1,R,1,R,1,Z,0,R,78,Z,0,R,81,2003
77383,177719,11,18,Z,0,Z,0,Z,0,R,3,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,28,Z,0,Z,0,Z,0,R,31,Z,0,R,3,Z,0,Z,0,Z,0,R,28,Z,0,R,31,2003
77414,177746,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,1,R,26,R,14,Z,0,Z,0,R,26,R,16,Z,0,Z,0,Z,0,R,1,R,1,R,40,Z,0,R,42,2003
77456,177816,11,18,R,0,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,12,R,3,R,0,R,0,R,13,R,3,R,0,R,1,R,0,R,0,R,0,R,15,R,0,R,16,2003
77487,177834,11,18,Z,0,Z,0,Z,0,R,1,R,1,Z,0,R,3,Z,0,Z,0,R,1,R,55,R,26,Z,0,Z,0,R,59,R,28,Z,0,R,1,R,1,R,3,R,1,R,81,Z,0,R,87,2003
77541,177940,11,18,Z,0,Z,0,R,21,R,11,Z,0,Z,0,R,8,R,1,Z,0,R,1,R,37,R,46,R,6,R,5,R,72,R,64,Z,0,R,32,Z,0,R,9,R,1,R,83,R,11,R,136,2003
77595,177968,11,18,R,0,R,0,R,2,R,2,R,0,R,0,R,0,R,2,R,0,R,0,R,96,R,73,R,0,R,0,R,98,R,77,R,0,R,4,R,0,R,2,R,0,R,169,R,0,R,175,2003
77650,177977,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,54,R,18,Z,0,Z,0,R,54,R,18,Z,0,Z,0,Z,0,Z,0,Z,0,R,72,Z,0,R,72,2003
77693,177986,11,18,Z,0,Z,0,Z,0,R,1,Z,0,Z,0,R,2,R,1,Z,0,Z,0,R,36,R,11,Z,0,Z,0,R,38,R,13,Z,0,R,1,Z,0,R,3,Z,0,R,47,Z,0,R,51,2003
77745,177995,11,18,Z,0,Z,0,Z,0,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,41,R,33,Z,0,Z,0,R,41,R,35,Z,0,R,2,Z,0,Z,0,Z,0,R,74,Z,0,R,76,2003
77791,178022,11,18,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,R,1,R,1,Z,0,R,19,R,27,Z,0,Z,0,R,21,R,29,Z,0,R,2,Z,0,R,1,R,1,R,46,Z,0,R,50,2003
77836,178059,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,7,R,1,Z,0,Z,0,R,27,R,53,Z,0,Z,0,R,34,R,54,Z,0,Z,0,Z,0,R,8,Z,0,R,80,Z,0,R,88,2003
77879,178110,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,6,R,18,Z,0,Z,0,R,6,R,18,Z,0,Z,0,Z,0,Z,0,Z,0,R,24,Z,0,R,24,2003
77939,178208,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,15,R,1,Z,0,Z,0,R,15,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,R,16,Z,0,R,16,2003
77976,178217,11,18,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,20,R,30,Z,0,Z,0,R,21,R,30,Z,0,R,1,Z,0,Z,0,Z,0,R,50,Z,0,R,51,2003
78021,178226,11,18,Z,0,Z,0,Z,0,R,1,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,R,2,R,2,Z,0,Z,0,R,3,R,3,Z,0,R,1,Z,0,R,1,Z,0,R,4,Z,0,R,6,2003
78052,178244,11,18,Z,0,Z,0,R,2,R,1,Z,0,Z,0,R,1,R,1,R,1,Z,0,R,22,R,17,Z,0,Z,0,R,26,R,19,Z,0,R,3,Z,0,R,2,R,1,R,39,Z,0,R,45,2003
78098,178305,11,18,R,0,R,0,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,4,R,14,R,0,R,0,R,4,R,15,R,0,R,1,R,0,R,0,R,0,R,18,R,0,R,19,2003
78133,178341,11,18,Z,0,Z,0,R,2,R,3,Z,0,Z,0,R,5,Z,0,R,4,R,1,R,119,R,64,Z,0,Z,0,R,130,R,68,Z,0,R,5,Z,0,R,5,R,5,R,183,Z,0,R,198,2003
78188,178350,11,18,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,4,R,0,R,0,R,0,R,4,R,0,R,0,R,0,R,0,R,0,R,0,R,4,R,0,R,4,2003
78213,178369,11,18,R,1,Z,0,R,1,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,39,R,22,Z,0,Z,0,R,43,R,22,R,1,R,1,R,1,R,1,Z,0,R,61,Z,0,R,65,2003
78257,178387,11,18,R,3,Z,0,R,2,Z,0,Z,0,Z,0,R,5,R,3,R,2,R,1,R,103,R,79,Z,0,Z,0,R,115,R,83,R,3,R,2,Z,0,R,8,R,3,R,182,Z,0,R,198,2003
78306,178396,11,18,R,209,R,83,R,31,R,25,R,3,R,3,R,151,R,57,R,21,R,19,R,1188,R,613,R,1,R,1,R,1604,R,801,R,292,R,56,R,6,R,208,R,40,R,1801,R,2,R,2405,2003
78382,178402,11,18,R,50,R,27,R,20,R,35,R,6,R,3,R,70,R,23,R,13,R,13,R,459,R,373,R,4,R,1,R,622,R,475,R,77,R,55,R,9,R,93,R,26,R,832,R,5,R,1097,2003
78452,178411,11,18,R,58,R,8,R,6,R,2,R,1,R,0,R,42,R,3,R,4,R,0,R,212,R,31,R,0,R,0,R,323,R,44,R,66,R,8,R,1,R,45,R,4,R,243,R,0,R,367,2003
78523,178420,11,18,R,19,R,9,R,19,R,20,R,1,R,1,R,19,R,9,R,3,R,5,R,204,R,189,R,0,R,0,R,265,R,233,R,28,R,39,R,2,R,28,R,8,R,393,R,0,R,498,2003
78594,178439,11,18,R,2,R,3,R,4,R,26,R,2,R,1,R,1,R,1,R,0,R,3,R,119,R,225,R,0,R,0,R,128,R,259,R,5,R,30,R,3,R,2,R,3,R,344,R,0,R,387,2003
78647,178448,11,18,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,2,R,1,Z,0,R,1,R,22,R,31,Z,0,Z,0,R,25,R,33,Z,0,Z,0,R,1,R,3,R,1,R,53,Z,0,R,58,2003
78687,178518,11,18,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,13,R,2,Z,0,Z,0,R,15,R,2,R,1,Z,0,Z,0,Z,0,R,1,R,15,Z,0,R,17,2003
78721,178615,11,18,Z,0,Z,0,R,2,R,3,Z,0,Z,0,R,11,R,11,R,4,R,2,R,198,R,122,R,1,Z,0,R,216,R,138,Z,0,R,5,Z,0,R,22,R,6,R,320,R,1,R,354,2003
78776,178624,11,18,R,10,R,3,R,1,R,1,Z,0,R,1,R,1,R,1,Z,0,Z,0,R,129,R,86,Z,0,Z,0,R,141,R,92,R,13,R,2,R,1,R,2,Z,0,R,215,Z,0,R,233,2003
78837,178679,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,29,R,4,Z,0,Z,0,R,29,R,4,Z,0,Z,0,Z,0,Z,0,Z,0,R,33,Z,0,R,33,2003
78879,178697,11,18,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,56,R,21,Z,0,Z,0,R,57,R,21,Z,0,R,1,Z,0,Z,0,Z,0,R,77,Z,0,R,78,2003
78928,178721,11,18,Z,0,Z,0,R,1,R,1,Z,0,Z,0,R,1,R,2,Z,0,Z,0,R,41,R,30,Z,0,Z,0,R,43,R,33,Z,0,R,2,Z,0,R,3,Z,0,R,71,Z,0,R,76,2003
78973,178785,11,18,Z,0,Z,0,R,4,R,13,Z,0,R,1,Z,0,Z,0,R,1,R,1,R,23,R,51,Z,0,Z,0,R,28,R,66,Z,0,R,17,R,1,Z,0,R,2,R,74,Z,0,R,94,2003
79026,178891,11,18,R,0,R,0,R,3,R,0,R,0,R,0,R,0,R,1,R,0,R,0,R,43,R,7,R,0,R,0,R,46,R,8,R,0,R,3,R,0,R,1,R,0,R,50,R,0,R,54,2003
79059,178989,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,R,29,Z,0,Z,0,Z,0,R,30,Z,0,Z,0,Z,0,R,1,Z,0,R,29,Z,0,R,30,2003
79087,179043,11,18,R,4,R,2,R,1,R,2,Z,0,Z,0,R,1,Z,0,Z,0,R,1,R,68,R,45,Z,0,R,1,R,74,R,51,R,6,R,3,Z,0,R,1,R,1,R,113,R,1,R,125,2003
79140,179070,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,4,R,13,Z,0,Z,0,R,4,R,13,Z,0,Z,0,Z,0,Z,0,Z,0,R,17,Z,0,R,17,2003
79168,179113,11,18,R,4,R,2,R,1,R,4,R,1,Z,0,R,1,R,1,R,2,R,1,R,68,R,88,Z,0,Z,0,R,77,R,96,R,6,R,5,R,1,R,2,R,3,R,156,Z,0,R,173,2003
79218,179159,11,18,R,44,R,26,R,17,R,16,R,1,R,1,R,79,R,33,R,14,R,14,R,616,R,359,R,1,R,0,R,772,R,449,R,70,R,33,R,2,R,112,R,28,R,975,R,1,R,1221,2003
79289,179201,11,18,R,0,R,0,R,1,R,3,R,0,R,0,R,0,R,3,R,0,R,1,R,14,R,26,R,0,R,0,R,15,R,33,R,0,R,4,R,0,R,3,R,1,R,40,R,0,R,48,2003
79320,179256,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,6,R,2,Z,0,Z,0,R,6,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,R,8,Z,0,R,8,2003
79354,179265,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,R,27,R,39,Z,0,Z,0,R,28,R,40,Z,0,Z,0,Z,0,R,2,Z,0,R,66,Z,0,R,68,2003
79443,179292,11,18,Z,0,R,3,R,6,R,4,Z,0,Z,0,R,1,Z,0,R,1,Z,0,R,47,R,48,Z,0,Z,0,R,55,R,55,R,3,R,10,Z,0,R,1,R,1,R,95,Z,0,R,110,2003
79490,179308,11,18,R,2,R,3,R,13,R,12,Z,0,Z,0,R,1,R,1,Z,0,Z,0,R,44,R,43,Z,0,Z,0,R,60,R,59,R,5,R,25,Z,0,R,2,Z,0,R,87,Z,0,R,119,2003
79538,179317,11,18,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,R,8,R,8,Z,0,Z,0,R,10,R,8,Z,0,R,1,Z,0,R,1,Z,0,R,16,Z,0,R,18,2003
79579,179326,11,18,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,R,1,Z,0,Z,0,R,69,R,44,Z,0,Z,0,R,70,R,46,Z,0,R,2,Z,0,R,1,Z,0,R,113,Z,0,R,116,2003
79631,179344,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,11,R,14,Z,0,Z,0,R,12,R,14,Z,0,Z,0,Z,0,Z,0,R,1,R,25,Z,0,R,26,2003
79663,179450,11,18,R,0,Z,0,R,1,Z,0,R,0,Z,0,R,0,Z,0,R,1,Z,0,R,0,R,12,R,0,Z,0,R,2,R,12,R,0,R,1,R,0,R,0,R,1,R,12,R,0,R,14,2003
79685,179539,11,18,Z,0,Z,0,R,1,R,1,Z,0,Z,0,R,2,R,1,Z,0,Z,0,R,35,R,36,Z,0,Z,0,R,38,R,38,Z,0,R,2,Z,0,R,3,Z,0,R,71,Z,0,R,76,2003
79734,179548,11,18,R,1,R,2,R,0,R,0,R,0,R,0,R,0,R,1,R,0,R,0,R,21,R,23,R,0,R,0,R,22,R,26,R,3,R,0,R,0,R,1,R,0,R,44,R,0,R,48,2003
79777,179557,11,18,R,0,R,0,R,8,R,7,R,2,R,4,R,21,R,5,R,1,R,2,R,198,R,156,R,1,R,0,R,231,R,174,R,0,R,15,R,6,R,26,R,3,R,354,R,1,R,405,2003
79833,179566,11,18,R,13,R,13,R,4,R,4,R,5,R,1,R,29,R,8,R,5,R,1,R,393,R,248,R,1,Z,0,R,450,R,275,R,26,R,8,R,6,R,37,R,6,R,641,R,1,R,725,2003
79897,179645,11,18,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,0,R,20,R,31,Z,0,R,1,R,21,R,32,R,0,R,0,R,0,R,0,R,1,R,51,R,1,R,53,2003
79939,179715,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,15,R,18,Z,0,Z,0,R,15,R,18,Z,0,Z,0,Z,0,Z,0,Z,0,R,33,Z,0,R,33,2003
79986,179812,11,18,Z,0,Z,0,R,2,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,R,23,R,11,Z,0,Z,0,R,26,R,12,Z,0,R,2,Z,0,R,2,Z,0,R,34,Z,0,R,38,2003
80035,179867,11,18,R,68,R,19,R,30,R,17,R,1,R,1,R,166,R,71,R,27,R,10,R,1296,R,501,R,0,R,0,R,1588,R,619,R,87,R,47,R,2,R,237,R,37,R,1797,R,0,R,2207,2003
80108,179894,11,18,Z,0,Z,0,R,1,R,1,Z,0,Z,0,R,5,R,4,Z,0,R,2,R,86,R,67,Z,0,Z,0,R,92,R,74,Z,0,R,2,Z,0,R,9,R,2,R,153,Z,0,R,166,2003
80161,179919,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,15,R,8,Z,0,Z,0,R,15,R,8,Z,0,Z,0,Z,0,Z,0,Z,0,R,23,Z,0,R,23,2003
80195,179946,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,2,Z,0,R,1,R,1,R,34,R,13,Z,0,Z,0,R,37,R,15,Z,0,Z,0,R,1,R,2,R,2,R,47,Z,0,R,52,2003
80243,179955,11,18,Z,0,Z,0,Z,0,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,42,R,33,Z,0,Z,0,R,42,R,35,Z,0,R,2,Z,0,Z,0,Z,0,R,75,Z,0,R,77,2003
80291,179964,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,Z,0,Z,0,Z,0,R,27,R,26,Z,0,Z,0,R,29,R,26,Z,0,Z,0,Z,0,R,2,Z,0,R,53,Z,0,R,55,2003
80339,180054,11,18,Z,0,Z,0,Z,0,Z,0,R,7,R,8,Z,0,Z,0,Z,0,Z,0,R,2,R,4,Z,0,Z,0,R,9,R,12,Z,0,Z,0,R,15,Z,0,Z,0,R,6,Z,0,R,21,2003
80380,180106,11,18,R,1,Z,0,Z,0,Z,0,R,1,Z,0,Z,0,R,1,R,2,Z,0,R,44,R,27,Z,0,Z,0,R,48,R,28,R,1,Z,0,R,1,R,1,R,2,R,71,Z,0,R,76,2003
80424,180151,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,11,R,13,Z,0,Z,0,R,11,R,13,Z,0,Z,0,Z,0,Z,0,Z,0,R,24,Z,0,R,24,2003
80455,180160,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,R,3,Z,0,Z,0,Z,0,R,3,R,1,Z,0,Z,0,R,1,Z,0,Z,0,R,3,Z,0,R,4,2003
80488,180179,11,18,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,R,88,R,63,Z,0,Z,0,R,90,R,64,R,1,Z,0,Z,0,R,2,Z,0,R,151,Z,0,R,154,2003
80542,180197,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0,R,27,R,13,Z,0,Z,0,R,28,R,14,Z,0,Z,0,Z,0,R,1,R,1,R,40,Z,0,R,42,2003
80583,180203,11,18,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,R,1,Z,0,R,2,R,4,Z,0,Z,0,R,4,R,5,Z,0,Z,0,R,2,Z,0,R,1,R,6,Z,0,R,9,2003
80622,180212,11,18,Z,0,Z,0,R,1,Z,0,R,5,R,2,Z,0,Z,0,Z,0,Z,0,R,8,R,7,R,1,Z,0,R,15,R,9,Z,0,R,1,R,7,Z,0,Z,0,R,15,R,1,R,24,2003
80661,180249,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,Z,0,R,1,R,2,R,14,R,22,Z,0,Z,0,R,15,R,25,Z,0,Z,0,R,1,Z,0,R,3,R,36,Z,0,R,40,2003
80703,180258,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,23,R,9,R,1,R,1,R,25,R,10,Z,0,Z,0,Z,0,Z,0,R,1,R,32,R,2,R,35,2003
80747,180276,11,18,P,0,P,0,P,0,P,0,P,1,P,0,P,0,P,0,P,0,P,0,P,17,P,19,P,0,P,0,P,18,P,19,P,0,P,0,P,1,P,0,P,0,P,36,P,0,P,37,2003
80779,180328,11,18,Z,0,Z,0,Z,0,Z,0,R,4,R,3,Z,0,Z,0,Z,0,Z,0,R,2,R,3,Z,0,Z,0,R,6,R,6,Z,0,Z,0,R,7,Z,0,Z,0,R,5,Z,0,R,12,2003
80805,180373,11,18,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,8,R,12,R,0,R,0,R,8,R,12,R,0,R,0,R,0,R,0,R,0,R,20,R,0,R,20,2003
80847,180416,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,114,R,45,R,2,R,1,R,116,R,46,Z,0,Z,0,Z,0,Z,0,Z,0,R,159,R,3,R,162,2003
80903,180461,11,18,Z,0,R,1,Z,0,Z,0,R,4,R,3,R,8,R,1,Z,0,Z,0,R,434,R,213,R,13,R,7,R,459,R,225,R,1,Z,0,R,7,R,9,Z,0,R,647,R,20,R,684,2003
80993,180489,11,18,R,11,R,9,R,1,R,0,R,4,R,4,R,6,R,5,R,4,R,4,R,321,R,168,R,0,R,0,R,347,R,190,R,20,R,1,R,8,R,11,R,8,R,489,R,0,R,537,2003
81060,180522,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,41,R,22,Z,0,Z,0,R,41,R,22,Z,0,Z,0,Z,0,Z,0,Z,0,R,63,Z,0,R,63,2003
81101,180595,11,18,R,1,Z,0,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,R,1,R,27,R,16,Z,0,Z,0,R,29,R,17,R,1,Z,0,R,1,Z,0,R,1,R,43,Z,0,R,46,2003
81144,180647,11,18,Z,0,Z,0,Z,0,Z,0,R,11,R,14,Z,0,Z,0,Z,0,Z,0,R,19,R,29,R,1,R,1,R,31,R,44,Z,0,Z,0,R,25,Z,0,Z,0,R,48,R,2,R,75,2003
81194,180692,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,R,1,Z,0,Z,0,R,27,R,19,Z,0,Z,0,R,29,R,20,Z,0,Z,0,Z,0,R,3,Z,0,R,46,Z,0,R,49,2003
81242,180814,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,R,2,Z,0,Z,0,R,33,R,22,Z,0,Z,0,R,35,R,24,Z,0,Z,0,Z,0,R,4,Z,0,R,55,Z,0,R,59,2003
81291,180832,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,Z,0,R,2,R,30,Z,0,Z,0,R,2,R,31,Z,0,Z,0,Z,0,R,1,Z,0,R,32,Z,0,R,33,2003
81331,180878,11,18,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,26,R,0,R,0,R,1,R,26,R,0,R,0,R,0,R,0,R,0,R,27,R,0,R,27,2003
81360,180902,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,2,R,1,R,73,R,64,Z,0,R,2,R,76,R,67,Z,0,Z,0,Z,0,R,1,R,3,R,137,R,2,R,143,2003
81408,180948,11,18,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,3,Z,0,Z,0,R,2,R,58,R,30,Z,0,Z,0,R,62,R,32,Z,0,Z,0,R,1,R,3,R,2,R,88,Z,0,R,94,2003
81453,180984,11,18,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,40,R,16,Z,0,Z,0,R,40,R,17,R,1,Z,0,Z,0,Z,0,Z,0,R,56,Z,0,R,57,2003
81489,181002,11,18,R,3,Z,0,R,15,R,9,R,1,Z,0,R,55,R,15,R,11,R,6,R,354,R,198,Z,0,Z,0,R,439,R,228,R,3,R,24,R,1,R,70,R,17,R,552,Z,0,R,667,2003
81555,181011,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,19,R,22,Z,0,Z,0,R,19,R,23,Z,0,Z,0,Z,0,Z,0,R,1,R,41,Z,0,R,42,2003
81586,181020,11,18,Z,0,Z,0,Z,0,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,47,R,30,Z,0,Z,0,R,47,R,32,Z,0,R,2,Z,0,Z,0,Z,0,R,77,Z,0,R,79,2003
81635,181093,11,18,Z,0,Z,0,R,1,R,1,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,R,21,R,6,Z,0,Z,0,R,23,R,7,Z,0,R,2,Z,0,R,1,Z,0,R,27,Z,0,R,30,2003
81669,181127,11,18,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,54,R,26,Z,0,Z,0,R,54,R,26,R,0,Z,0,Z,0,Z,0,Z,0,R,80,Z,0,R,80,2003
81710,181215,11,18,R,3,R,2,R,2,Z,0,R,2,Z,0,R,6,R,3,R,5,R,1,R,160,R,112,Z,0,Z,0,R,178,R,118,R,5,R,2,R,2,R,9,R,6,R,272,Z,0,R,296,2003
81767,181242,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,Z,0,R,3,R,4,Z,0,Z,0,R,5,R,4,Z,0,Z,0,Z,0,Z,0,R,2,R,7,Z,0,R,9,2003
81803,181297,11,18,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,3,R,33,R,0,R,0,R,3,R,33,R,0,R,0,R,0,R,0,R,0,R,36,R,0,R,36,2003
81840,181303,11,18,R,0,R,0,R,6,R,2,R,0,R,1,R,3,R,2,R,1,R,0,R,89,R,74,R,0,R,0,R,99,R,79,R,0,R,8,R,1,R,5,R,1,R,163,R,0,R,178,2003
81890,181312,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,Z,0,R,33,R,27,Z,0,Z,0,R,33,R,28,Z,0,Z,0,Z,0,R,1,Z,0,R,60,Z,0,R,61,2003
81930,181330,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,R,32,R,26,Z,0,Z,0,R,33,R,27,Z,0,Z,0,Z,0,R,2,Z,0,R,58,Z,0,R,60,2003
81969,181376,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,6,R,1,Z,0,Z,0,R,6,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,R,7,Z,0,R,7,2003
82000,181394,11,18,R,10,R,4,R,14,R,12,R,2,R,7,R,25,R,8,R,4,R,8,R,238,R,139,Z,0,Z,0,R,293,R,178,R,14,R,26,R,9,R,33,R,12,R,377,Z,0,R,471,2003
82061,181400,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,5,R,10,Z,0,Z,0,R,5,R,10,Z,0,Z,0,Z,0,Z,0,Z,0,R,15,Z,0,R,15,2003
82092,181419,11,18,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,4,Z,0,Z,0,R,2,R,4,Z,0,Z,0,R,1,Z,0,Z,0,R,5,Z,0,R,6,2003
82119,181428,11,18,R,34,R,12,R,3,R,6,Z,0,Z,0,R,52,R,13,R,7,R,2,R,349,R,228,Z,0,Z,0,R,445,R,261,R,46,R,9,Z,0,R,65,R,9,R,577,Z,0,R,706,2003
82180,181446,11,18,Z,0,Z,0,Z,0,R,2,Z,0,Z,0,R,1,Z,0,Z,0,R,1,R,47,R,44,Z,0,Z,0,R,48,R,47,Z,0,R,2,Z,0,R,1,R,1,R,91,Z,0,R,95,2003
82228,181464,11,18,R,144,R,33,R,14,R,15,R,2,R,5,R,56,R,20,R,30,R,12,R,788,R,352,R,0,R,0,R,1034,R,437,R,177,R,29,R,7,R,76,R,42,R,1140,R,0,R,1471,2003
82298,181491,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,64,R,36,Z,0,Z,0,R,65,R,36,Z,0,Z,0,Z,0,Z,0,R,1,R,100,Z,0,R,101,2003
82341,181534,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,22,R,10,R,7,Z,0,R,29,R,10,Z,0,Z,0,Z,0,Z,0,Z,0,R,32,R,7,R,39,2003
82378,181604,11,18,R,1,Z,0,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,R,11,R,38,Z,0,Z,0,R,13,R,38,R,1,Z,0,R,1,Z,0,Z,0,R,49,Z,0,R,51,2003
82416,181640,11,18,Z,0,Z,0,Z,0,R,3,R,4,R,2,R,3,R,1,R,3,R,3,R,154,R,108,Z,0,Z,0,R,164,R,117,Z,0,R,3,R,6,R,4,R,6,R,262,Z,0,R,281,2003
